,name,link,orgnr,info1,info2,info3
50,Skärholmen Sportbar AB,https://kreditrapporten.se/kreditupplysning/5591480677/skarholmen-sportbar-ab,5591480677,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Skärholmen"">Skärholmen</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 090 tkr - 4 anställda</div>"
51,AB Modulett Sverige,https://kreditrapporten.se/kreditupplysning/5590865886/ab-modulett-sverige,5590865886,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - <span title=""Företaget har postadress i Svängsta"">Svängsta</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Karlshamns Kommun"">Karlshamns Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 082 tkr - 6 anställda</div>"
52,Geo08 mätningsteknik AB,https://kreditrapporten.se/kreditupplysning/5568209497/geo08-matningsteknik-ab,5568209497,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Järfälla Kommun"">Järfälla Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 016 tkr - 10 anställda</div>"
53,Öltemplet AB,https://kreditrapporten.se/kreditupplysning/5590492434/oltemplet-ab,5590492434,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Enköping"">Enköping</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Uppsala Kommun"">Uppsala Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 990 tkr - 16 anställda</div>"
54,Ena Bygg & Schakt AB,https://kreditrapporten.se/kreditupplysning/5561328112/ena-bygg-och-schakt-ab,5561328112,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Håbo Kommun"">Håbo Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 815 tkr - 10 anställda</div>"
55,WS Mobility AB,https://kreditrapporten.se/kreditupplysning/5568432347/ws-mobility-ab,5568432347,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Mölnlycke"">Mölnlycke</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 550 tkr - 8 anställda</div>"
56,Rikus & Anton Gruppen AB,https://kreditrapporten.se/kreditupplysning/5569923385/rikus-och-anton-gruppen-ab,5569923385,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 232 tkr - 18 anställda</div>"
57,FH Uppland AB,https://kreditrapporten.se/kreditupplysning/5567684484/fh-uppland-ab,5567684484,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - <span title=""Företaget har postadress i Storvreta"">Storvreta</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Uppsala Kommun"">Uppsala Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 531 tkr - 7 anställda</div>"
58,SvH Västerås AB,https://kreditrapporten.se/kreditupplysning/5590042858/svh-vasteras-ab,5590042858,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - <span title=""Företaget har postadress i Västerås"">Västerås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 417 tkr - 7 anställda</div>"
59,Sirius Ventilation AB,https://kreditrapporten.se/kreditupplysning/5569573826/sirius-ventilation-ab,5569573826,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Norsborg"">Norsborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Sollentuna Kommun"">Sollentuna Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 404 tkr - 13 anställda</div>"
60,YSTT AB,https://kreditrapporten.se/kreditupplysning/5591040166/ystt-ab,5591040166,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - <span title=""Företaget har postadress i Gnarp"">Gnarp</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Nordanstigs Kommun"">Nordanstigs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  9 885 tkr - 14 anställda</div>"
61,HMK Transport Aktiebolag,https://kreditrapporten.se/kreditupplysning/5568150428/hmk-transport-aktiebolag,5568150428,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - <span title=""Företaget har postadress i Gullspång"">Gullspång</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  9 676 tkr - 4 anställda</div>"
62,Sawadee Noodlecity AB,https://kreditrapporten.se/kreditupplysning/5565517470/sawadee-noodlecity-ab,5565517470,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  9 488 tkr - 5 anställda</div>"
63,Viblomman AB,https://kreditrapporten.se/kreditupplysning/5569160442/viblomman-ab,5569160442,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Motala"">Motala</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Motala Kommun"">Motala Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  9 191 tkr - 6 anställda</div>"
64,Opatina AB,https://kreditrapporten.se/kreditupplysning/5590839659/opatina-ab,5590839659,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - <span title=""Företaget har postadress i Ystad"">Ystad</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ystad Kommun"">Ystad Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  9 057 tkr - 10 anställda</div>"
65,Education & More Scandinavia AB,https://kreditrapporten.se/kreditupplysning/5591343388/education-och-more-scandinavia-ab,5591343388,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  8 828 tkr - 5 anställda</div>"
66,Pizzeria Paros Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564613676/pizzeria-paros-aktiebolag,5564613676,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - <span title=""Företaget har postadress i Växjö"">Växjö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kalmar Kommun"">Kalmar Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  7 687 tkr - 10 anställda</div>"
67,Mälaröarnas Mur och Puts AB,https://kreditrapporten.se/kreditupplysning/5569249609/malaroarnas-mur-och-puts-ab,5569249609,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Enskededalen"">Enskededalen</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  7 657 tkr - 10 anställda</div>"
68,Bygg & Hantverk i Linköping AB,https://kreditrapporten.se/kreditupplysning/5569574352/bygg-och-hantverk-i-linkoping-ab,5569574352,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - <span title=""Företaget har postadress i Linköping"">Linköping</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Linköpings Kommun"">Linköpings Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  7 604 tkr - 6 anställda</div>"
69,Falu köttbullarna AB,https://kreditrapporten.se/kreditupplysning/5569418766/falu-kottbullarna-ab,5569418766,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Falun"">Falun</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Falu Kommun"">Falu Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  7 423 tkr - 5 anställda</div>"
70,Kekan 01 AB,https://kreditrapporten.se/kreditupplysning/5569291155/kekan-01-ab,5569291155,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  7 226 tkr - 8 anställda</div>"
71,K.Granath Bygg AB,https://kreditrapporten.se/kreditupplysning/5590246897/k-granath-bygg-ab,5590246897,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Askersund"">Askersund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Askersunds Kommun"">Askersunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 971 tkr - 11 anställda</div>"
72,TRAILER INTERNATIONAL AB,https://kreditrapporten.se/kreditupplysning/5591091292/trailer-international-ab,5591091292,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 967 tkr - 0 anställda</div>"
73,Fasadus AB,https://kreditrapporten.se/kreditupplysning/5591125595/fasadus-ab,5591125595,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - <span title=""Företaget har postadress i Vällingby"">Vällingby</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Huddinge Kommun"">Huddinge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 914 tkr - 3 anställda</div>"
74,Stellbes Aktiebolag,https://kreditrapporten.se/kreditupplysning/5562935832/stellbes-aktiebolag,5562935832,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 818 tkr - 2 anställda</div>"
75,Creative Cosmos AB,https://kreditrapporten.se/kreditupplysning/5566501259/creative-cosmos-ab,5566501259,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Tyresö"">Tyresö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 735 tkr - 3 anställda</div>"
76,Neutron EL AB,https://kreditrapporten.se/kreditupplysning/5590682109/neutron-el-ab,5590682109,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - <span title=""Företaget har postadress i Bromma"">Bromma</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 717 tkr - 8 anställda</div>"
77,Attmar Bygg & Skog AB,https://kreditrapporten.se/kreditupplysning/5568185507/attmar-bygg-och-skog-ab,5568185507,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Matfors"">Matfors</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Sundsvalls Kommun"">Sundsvalls Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 472 tkr - 4 anställda</div>"
78,Insar Transport AB,https://kreditrapporten.se/kreditupplysning/5567995518/insar-transport-ab,5567995518,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - <span title=""Företaget har postadress i Gullspång"">Gullspång</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Gullspångs Kommun"">Gullspångs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 462 tkr - 10 anställda</div>"
79,BoSkönt bostäder i Sverige AB,https://kreditrapporten.se/kreditupplysning/5566284435/boskont-bostader-i-sverige-ab,5566284435,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - <span title=""Företaget har postadress i Ängelholm"">Ängelholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Ängelholms Kommun"">Ängelholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 441 tkr - 1 anställda</div>"
80,PRANA BYGG & INREDNING AB,https://kreditrapporten.se/kreditupplysning/5568245335/prana-bygg-och-inredning-ab,5568245335,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - <span title=""Företaget har postadress i Umeå"">Umeå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Luleå Kommun"">Luleå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 437 tkr - 1 anställda</div>"
81,Investvent Stockholm AB,https://kreditrapporten.se/kreditupplysning/5590323043/investvent-stockholm-ab,5590323043,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - <span title=""Företaget har postadress i Norsborg"">Norsborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Botkyrka Kommun"">Botkyrka Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 426 tkr - 7 anställda</div>"
82,Bohus Entrepenad AB,https://kreditrapporten.se/kreditupplysning/5590640297/bohus-entrepenad-ab,5590640297,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - <span title=""Företaget har postadress i Munkedal"">Munkedal</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Munkedals Kommun"">Munkedals Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 424 tkr - 5 anställda</div>"
83,Cirkusfabriken AB,https://kreditrapporten.se/kreditupplysning/5590365499/cirkusfabriken-ab,5590365499,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - <span title=""Företaget har postadress i Höganäs"">Höganäs</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Höganäs Kommun"">Höganäs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 368 tkr - 2 anställda</div>"
84,Evedals Värdshus i Växjö AB,https://kreditrapporten.se/kreditupplysning/5567055255/evedals-vardshus-i-vaxjo-ab,5567055255,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - <span title=""Företaget har postadress i Växjö"">Växjö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Växjö Kommun"">Växjö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  6 337 tkr - 8 anställda</div>"
