name,link,orgnr,info1,info2,date,ort,revenue,employees
SparkistanStClemens AB,https://kreditrapporten.se/kreditupplysning/5590110242,5590110242,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Linköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   100 tkr - 0 anställda</div>",2020-01-08,Linköping, 100 tkr, 0
PL Rivkonsult AB,https://kreditrapporten.se/kreditupplysning/5569760159,5569760159,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Arboga</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   98 tkr - 0 anställda</div>",2020-01-30,Arboga, 98 tkr, 0
JBS Auto Klågerup AB,https://kreditrapporten.se/kreditupplysning/5591066393,5591066393,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-23 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   84 tkr - 1 anställda</div>",2020-01-23,Malmö, 84 tkr, 1
TR Care AB,https://kreditrapporten.se/kreditupplysning/5590081948,5590081948,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-20 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   80 tkr - 0 anställda</div>",2020-01-20,Stockholm, 80 tkr, 0
NewName agency AB,https://kreditrapporten.se/kreditupplysning/5590104526,5590104526,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   77 tkr - 0 anställda</div>",2020-01-17,Stockholm, 77 tkr, 0
InnovationSweden AB,https://kreditrapporten.se/kreditupplysning/5590486618,5590486618,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Sala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   76 tkr - 0 anställda</div>",2020-01-08,Sala, 76 tkr, 0
Germans Skyltar och design AB,https://kreditrapporten.se/kreditupplysning/5591664809,5591664809,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Skogås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   75 tkr - 0 anställda</div>",2020-01-21,Skogås, 75 tkr, 0
Treton AB,https://kreditrapporten.se/kreditupplysning/5567785265,5567785265,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Falun</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   65 tkr - 0 anställda</div>",2020-01-17,Falun, 65 tkr, 0
Åbyns Hjort AB,https://kreditrapporten.se/kreditupplysning/5590743992,5590743992,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Burträsk</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   61 tkr - 0 anställda</div>",2020-01-17,Burträsk, 61 tkr, 0
Connicto AB,https://kreditrapporten.se/kreditupplysning/5590131685,5590131685,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Föllinge</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   45 tkr - 1 anställda</div>",2020-01-14,Föllinge, 45 tkr, 1
Tolvnitton Förlag AB,https://kreditrapporten.se/kreditupplysning/5568029770,5568029770,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Saltsjöbaden</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   36 tkr - 0 anställda</div>",2020-01-22,Saltsjöbaden, 36 tkr, 0
Active Life Inventions Evolution No1 Moto AB,https://kreditrapporten.se/kreditupplysning/5590613641,5590613641,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Tomelilla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   36 tkr - 0 anställda</div>",2020-01-24,Tomelilla, 36 tkr, 0
CIAB engineering Aktiebolag,https://kreditrapporten.se/kreditupplysning/5562677921,5562677921,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   34 tkr - 0 anställda</div>",2020-01-13,Göteborg, 34 tkr, 0
Mikrofinanshuset Invest 2013 AB,https://kreditrapporten.se/kreditupplysning/5569158735,5569158735,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   30 tkr - 0 anställda</div>",2020-01-31,Uppsala, 30 tkr, 0
Härnö Möbler AB,https://kreditrapporten.se/kreditupplysning/5569904823,5569904823,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Härnösand</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   29 tkr - 0 anställda</div>",2020-01-24,Härnösand, 29 tkr, 0
Al - Hamid Group AB,https://kreditrapporten.se/kreditupplysning/5568897218,5568897218,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Helsingborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   22 tkr - 0 anställda</div>",2020-01-22,Helsingborg, 22 tkr, 0
Foodcourt Gävle AB,https://kreditrapporten.se/kreditupplysning/5590349865,5590349865,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   22 tkr - 0 anställda</div>",2020-01-14,Göteborg, 22 tkr, 0
AB Aktiv Butiksservice RW,https://kreditrapporten.se/kreditupplysning/5567532899,5567532899,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   20 tkr - 0 anställda</div>",2020-01-13,Stockholm, 20 tkr, 0
Bohemian Gypsy AB,https://kreditrapporten.se/kreditupplysning/5590693015,5590693015,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Hisings Backa</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   19 tkr - 0 anställda</div>",2020-01-21,Hisings Backa, 19 tkr, 0
Rekryt Aktiebolag,https://kreditrapporten.se/kreditupplysning/5568599012,5568599012,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Skövde</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   18 tkr - 0 anställda</div>",2020-01-14,Skövde, 18 tkr, 0
Kungsfjorden Interiör Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565990768,5565990768,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-13 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   15 tkr - 0 anställda</div>",2020-01-13,Göteborg, 15 tkr, 0
Eva Fallenius Publishing i Stockholm AB,https://kreditrapporten.se/kreditupplysning/5569027997,5569027997,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   13 tkr - 0 anställda</div>",2020-01-09,Stockholm, 13 tkr, 0
Aki Ruuskanen Consulting Aktiebolag,https://kreditrapporten.se/kreditupplysning/5566913199,5566913199,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   13 tkr - 0 anställda</div>",2020-01-16,Uppsala, 13 tkr, 0
NEFA Group AB,https://kreditrapporten.se/kreditupplysning/5590167580,5590167580,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Helsingborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   13 tkr - 0 anställda</div>",2020-01-15,Helsingborg, 13 tkr, 0
Fribytaren's Svets & Allservice AB,https://kreditrapporten.se/kreditupplysning/5569219610,5569219610,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Jönköping</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   11 tkr - 0 anställda</div>",2020-01-30,Jönköping, 11 tkr, 0
Tjolanta AB,https://kreditrapporten.se/kreditupplysning/5569655367,5569655367,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Uppsala</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   10 tkr - 0 anställda</div>",2020-01-17,Uppsala, 10 tkr, 0
3RD Sweden AB,https://kreditrapporten.se/kreditupplysning/5569516494,5569516494,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Falun</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   10 tkr - 0 anställda</div>",2020-01-14,Falun, 10 tkr, 0
Rainbow's Gold AB,https://kreditrapporten.se/kreditupplysning/5567798599,5567798599,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Ludvika</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   9 tkr - 0 anställda</div>",2020-01-08,Ludvika, 9 tkr, 0
Jessica falkman AB,https://kreditrapporten.se/kreditupplysning/5569969271,5569969271,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Skellefteå</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   7 tkr - 0 anställda</div>",2020-01-31,Skellefteå, 7 tkr, 0
Akamedia AB,https://kreditrapporten.se/kreditupplysning/5590118351,5590118351,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   6 tkr - 0 anställda</div>",2020-01-21,Göteborg, 6 tkr, 0
Ekmark Kapitalförvaltning AB,https://kreditrapporten.se/kreditupplysning/5565430286,5565430286,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-10 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   6 tkr - 0 anställda</div>",2020-01-10,Göteborg, 6 tkr, 0
Reniestäd AB,https://kreditrapporten.se/kreditupplysning/5591453906,5591453906,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - Örebro</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   6 tkr - 0 anställda</div>",2020-01-27,Örebro, 6 tkr, 0
K & H Marknadskonsult AB,https://kreditrapporten.se/kreditupplysning/5567430623,5567430623,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   4 tkr - 0 anställda</div>",2020-01-21,Stockholm, 4 tkr, 0
Stockholm Retail och Bemanning AB,https://kreditrapporten.se/kreditupplysning/5567850960,5567850960,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Sigtuna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   2 tkr - 1 anställda</div>",2020-01-30,Sigtuna, 2 tkr, 1
KG Förlag och försäljning AB,https://kreditrapporten.se/kreditupplysning/5564644382,5564644382,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Karlskrona</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   1 tkr - 0 anställda</div>",2020-01-22,Karlskrona, 1 tkr, 0
Incci Ab,https://kreditrapporten.se/kreditupplysning/5567240980,5567240980,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   1 tkr - 0 anställda</div>",2020-01-07,Malmö, 1 tkr, 0
Kraak Assessment Group AB,https://kreditrapporten.se/kreditupplysning/5590129697,5590129697,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Trelleborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   1 tkr - 0 anställda</div>",2020-01-22,Trelleborg, 1 tkr, 0
Hermonia Kapital och Fastigheter AB,https://kreditrapporten.se/kreditupplysning/5568625890,5568625890,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Danderyd</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-30,Danderyd, 0 kr, 0
Jonas Förvaltning AB,https://kreditrapporten.se/kreditupplysning/5567973127,5567973127,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Ekerö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-22,Ekerö, 0 kr, 0
Latakia AB,https://kreditrapporten.se/kreditupplysning/5591042378,5591042378,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-02 - Hallstavik</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-02,Hallstavik, 0 kr, 0
Ulf Sjöberg Ekonomikonsult AB,https://kreditrapporten.se/kreditupplysning/5564853306,5564853306,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Hägersten</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-22,Hägersten, 0 kr, 0
Anti Wrinkle Society AB,https://kreditrapporten.se/kreditupplysning/5568549355,5568549355,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Jordbro</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-15,Jordbro, 0 kr, 0
Chic barber & frisör AB,https://kreditrapporten.se/kreditupplysning/5591570485,5591570485,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Kista</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-15,Kista, 0 kr, 0
USales Sweden AB,https://kreditrapporten.se/kreditupplysning/5591719660,5591719660,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Kista</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-07,Kista, 0 kr, 0
BDS Bolagsregistrering AB,https://kreditrapporten.se/kreditupplysning/5567306799,5567306799,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Norsborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-24,Norsborg, 0 kr, 0
Alpo Transport Ab,https://kreditrapporten.se/kreditupplysning/5591902951,5591902951,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Rimbo</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-17,Rimbo, 0 kr, 0
CH Cartransport AB,https://kreditrapporten.se/kreditupplysning/5568090079,5568090079,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-22 - Saltsjöbaden</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-22,Saltsjöbaden, 0 kr, 0
Siglo 21 Resor Ab,https://kreditrapporten.se/kreditupplysning/5567849665,5567849665,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Skärholmen</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-03,Skärholmen, 0 kr, 0
Silencio Stampa Invest AB,https://kreditrapporten.se/kreditupplysning/5591649446,5591649446,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Sollentuna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-15,Sollentuna, 0 kr, 0
Mek & däck i Huvudsta AB,https://kreditrapporten.se/kreditupplysning/5568938822,5568938822,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Solna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-21,Solna, 0 kr, 0
Relacom Management AB,https://kreditrapporten.se/kreditupplysning/5567463103,5567463103,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Solna</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-03,Solna, 0 kr, 0
Monteflores AB,https://kreditrapporten.se/kreditupplysning/5564240892,5564240892,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Spånga</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-21,Spånga, 0 kr, 0
Silfverhuth Nutrition AB,https://kreditrapporten.se/kreditupplysning/5568081383,5568081383,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-27 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-27,Stockholm, 0 kr, 0
Oxyreb AB,https://kreditrapporten.se/kreditupplysning/5568442825,5568442825,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-16,Stockholm, 0 kr, 0
Technical Security Evaluation Criteria TSEC AB,https://kreditrapporten.se/kreditupplysning/5569347080,5569347080,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-17,Stockholm, 0 kr, 0
Webbproduktion MM AB,https://kreditrapporten.se/kreditupplysning/5569353401,5569353401,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>",2020-01-16,Stockholm, 0 kr, 0
