name,link,orgnr,info1,info2,date,ort,revenue,employees
SFK Venture Communications AB,https://kreditrapporten.se/kreditupplysning/5566507587,5566507587,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-20 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 743 tkr - 12 anställda</div>",2020-04-20,Stockholm,6 743 tkr, 12
Handelshus Leonard AB,https://kreditrapporten.se/kreditupplysning/5565380473,5565380473,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-28 - Haninge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 675 tkr - 5 anställda</div>",2020-04-28,Haninge,6 675 tkr, 5
Rainers Mur&Puts i Skåne AB,https://kreditrapporten.se/kreditupplysning/5590458625,5590458625,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-07 - Trelleborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 585 tkr - 8 anställda</div>",2020-04-07,Trelleborg,6 585 tkr, 8
Totebo Lanthandel AB,https://kreditrapporten.se/kreditupplysning/5565707626,5565707626,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-29 - Totebo</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 498 tkr - 3 anställda</div>",2020-04-29,Totebo,6 498 tkr, 3
F Bengtsons Ost i Lund AB,https://kreditrapporten.se/kreditupplysning/5565418059,5565418059,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-02 - Lund</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 393 tkr - 4 anställda</div>",2020-04-02,Lund,6 393 tkr, 4
Caza Nova AB,https://kreditrapporten.se/kreditupplysning/5591423966,5591423966,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-06 - Karlstad</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 244 tkr - 20 anställda</div>",2020-04-06,Karlstad,6 244 tkr, 20
KF Geo AB,https://kreditrapporten.se/kreditupplysning/5591152151,5591152151,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Norrköping</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 210 tkr - 4 anställda</div>",2020-04-14,Norrköping,6 210 tkr, 4
Calma Fashion AB,https://kreditrapporten.se/kreditupplysning/5591628663,5591628663,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Göteborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 179 tkr - 0 anställda</div>",2020-04-14,Göteborg,6 179 tkr, 0
Pihl Handels AB,https://kreditrapporten.se/kreditupplysning/5568337124,5568337124,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-27 - Göteborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 117 tkr - 3 anställda</div>",2020-04-27,Göteborg,6 117 tkr, 3
Big BT Bilar AB,https://kreditrapporten.se/kreditupplysning/5590493283,5590493283,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-06 - Floby</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 115 tkr - 1 anställda</div>",2020-04-06,Floby,6 115 tkr, 1
SK Tech AB,https://kreditrapporten.se/kreditupplysning/5569734048,5569734048,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-29 - Uddevalla</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  6 010 tkr - 1 anställda</div>",2020-04-29,Uddevalla,6 010 tkr, 1
Add:wise Ab,https://kreditrapporten.se/kreditupplysning/5590929997,5590929997,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 957 tkr - 6 anställda</div>",2020-04-01,Stockholm,5 957 tkr, 6
Walfrid Nilssons Bokhandel Aktiebolag,https://kreditrapporten.se/kreditupplysning/5560657701,5560657701,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-27 - Motala</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 936 tkr - 2 anställda</div>",2020-04-27,Motala,5 936 tkr, 2
Helmlind AB,https://kreditrapporten.se/kreditupplysning/5568355019,5568355019,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Östersund</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 932 tkr - 4 anställda</div>",2020-04-09,Östersund,5 932 tkr, 4
Hamburgerbruket i Västerås AB,https://kreditrapporten.se/kreditupplysning/5591542658,5591542658,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-23 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 886 tkr - 15 anställda</div>",2020-04-23,Örebro,5 886 tkr, 15
MBS logistik i Örebro AB,https://kreditrapporten.se/kreditupplysning/5569396848,5569396848,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-03 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 872 tkr - 0 anställda</div>",2020-04-03,Örebro,5 872 tkr, 0
AL-Panel Sverige AB,https://kreditrapporten.se/kreditupplysning/5569553067,5569553067,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Kumla</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 826 tkr - 1 anställda</div>",2020-04-14,Kumla,5 826 tkr, 1
Tony Perssons Catering AB,https://kreditrapporten.se/kreditupplysning/5567805428,5567805428,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-07 - Borlänge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 685 tkr - 8 anställda</div>",2020-04-07,Borlänge,5 685 tkr, 8
Arya i Borås AB,https://kreditrapporten.se/kreditupplysning/5590181763,5590181763,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Borås</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 650 tkr - 6 anställda</div>",2020-04-01,Borås,5 650 tkr, 6
KM Medical i Stockholm AB,https://kreditrapporten.se/kreditupplysning/5564821303,5564821303,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-16 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 540 tkr - 5 anställda</div>",2020-04-16,Stockholm,5 540 tkr, 5
Fridlunds Måleri AB,https://kreditrapporten.se/kreditupplysning/5569025124,5569025124,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Tomelilla</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 507 tkr - 3 anställda</div>",2020-04-01,Tomelilla,5 507 tkr, 3
Back Up Group AB,https://kreditrapporten.se/kreditupplysning/5567416820,5567416820,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 424 tkr - 2 anställda</div>",2020-04-14,Örebro,5 424 tkr, 2
Harness Solutions Sweden AB,https://kreditrapporten.se/kreditupplysning/5564197712,5564197712,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-16 - Vellinge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 403 tkr - 4 anställda</div>",2020-04-16,Vellinge,5 403 tkr, 4
Pizzeria Arena Trollhättan AB,https://kreditrapporten.se/kreditupplysning/5590908660,5590908660,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-22 - Trollhättan</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 363 tkr - 5 anställda</div>",2020-04-22,Trollhättan,5 363 tkr, 5
Bromma vikt & motion AB,https://kreditrapporten.se/kreditupplysning/5568598816,5568598816,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Bromma</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 353 tkr - 6 anställda</div>",2020-04-01,Bromma,5 353 tkr, 6
Lidfönster Sale and Consulting AB,https://kreditrapporten.se/kreditupplysning/5568147028,5568147028,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-07 - Lidköping</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 322 tkr - 2 anställda</div>",2020-04-07,Lidköping,5 322 tkr, 2
Brandspot AB,https://kreditrapporten.se/kreditupplysning/5565607016,5565607016,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-15 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 245 tkr - 4 anställda</div>",2020-04-15,Stockholm,5 245 tkr, 4
Norrlandstvätten AB,https://kreditrapporten.se/kreditupplysning/5569797631,5569797631,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-21 - Skellefteå</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 173 tkr - 4 anställda</div>",2020-04-21,Skellefteå,5 173 tkr, 4
Västra Porten i Eskilstuna AB,https://kreditrapporten.se/kreditupplysning/5591059125,5591059125,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Eskilstuna</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 084 tkr - 5 anställda</div>",2020-04-09,Eskilstuna,5 084 tkr, 5
Tobakshörnan i Alingsås Aktiebolag,https://kreditrapporten.se/kreditupplysning/5590159652,5590159652,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-22 - Alingsås</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  5 013 tkr - 2 anställda</div>",2020-04-22,Alingsås,5 013 tkr, 2
AB Turbinen,https://kreditrapporten.se/kreditupplysning/5562755461,5562755461,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-27 - Malmö</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 902 tkr - 5 anställda</div>",2020-04-27,Malmö,4 902 tkr, 5
Hotell Dorotea AB,https://kreditrapporten.se/kreditupplysning/5569310146,5569310146,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-24 - Dorotea</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 899 tkr - 6 anställda</div>",2020-04-24,Dorotea,4 899 tkr, 6
Bevaco i Scandinavia AB,https://kreditrapporten.se/kreditupplysning/5566578448,5566578448,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Hägersten</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 894 tkr - 4 anställda</div>",2020-04-01,Hägersten,4 894 tkr, 4
Economic Engineering Group Sweden AB,https://kreditrapporten.se/kreditupplysning/5591092100,5591092100,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Göteborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 864 tkr - 0 anställda</div>",2020-04-01,Göteborg,4 864 tkr, 0
Finnsta Frakt & Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5569591679,5569591679,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Fränsta</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 807 tkr - 1 anställda</div>",2020-04-09,Fränsta,4 807 tkr, 1
Hjärtans Bostäder AB,https://kreditrapporten.se/kreditupplysning/5590818877,5590818877,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Malmö</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 788 tkr - 3 anställda</div>",2020-04-01,Malmö,4 788 tkr, 3
NYLALOFL Ecom AB,https://kreditrapporten.se/kreditupplysning/5569331555,5569331555,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-03 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 669 tkr - 0 anställda</div>",2020-04-03,Stockholm,4 669 tkr, 0
GB Grill & Beverage AB,https://kreditrapporten.se/kreditupplysning/5591495857,5591495857,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Piteå</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 653 tkr - 5 anställda</div>",2020-04-08,Piteå,4 653 tkr, 5
Textilonnet i Borås AB,https://kreditrapporten.se/kreditupplysning/5560881830,5560881830,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Borås</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 647 tkr - 2 anställda</div>",2020-04-08,Borås,4 647 tkr, 2
Soft Tech STB AB,https://kreditrapporten.se/kreditupplysning/5568784879,5568784879,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Lidingö</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 640 tkr - 2 anställda</div>",2020-04-09,Lidingö,4 640 tkr, 2
GG i Uddevalla AB,https://kreditrapporten.se/kreditupplysning/5590303730,5590303730,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Uddevalla</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 555 tkr - 4 anställda</div>",2020-04-14,Uddevalla,4 555 tkr, 4
Down by the bay AB,https://kreditrapporten.se/kreditupplysning/5590156963,5590156963,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-23 - Örnsköldsvik</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 545 tkr - 7 anställda</div>",2020-04-23,Örnsköldsvik,4 545 tkr, 7
Rabmomil i Sverige AB,https://kreditrapporten.se/kreditupplysning/5590413448,5590413448,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Vellinge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 540 tkr - 3 anställda</div>",2020-04-08,Vellinge,4 540 tkr, 3
Abbigliamento AB,https://kreditrapporten.se/kreditupplysning/5590171236,5590171236,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-03 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 535 tkr - 1 anställda</div>",2020-04-03,Stockholm,4 535 tkr, 1
DKL utomhus AB,https://kreditrapporten.se/kreditupplysning/5590799465,5590799465,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 497 tkr - 9 anställda</div>",2020-04-09,Stockholm,4 497 tkr, 9
Kvidinge Trädgårdsanläggning AB,https://kreditrapporten.se/kreditupplysning/5590741533,5590741533,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-03 - Kvidinge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 334 tkr - 3 anställda</div>",2020-04-03,Kvidinge,4 334 tkr, 3
Frisk mun Stockholm AB,https://kreditrapporten.se/kreditupplysning/5569213118,5569213118,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-17 - Kista</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 324 tkr - 10 anställda</div>",2020-04-17,Kista,4 324 tkr, 10
Kvalitetsmålarna Sörmland AB,https://kreditrapporten.se/kreditupplysning/5591227565,5591227565,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Trosa</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 294 tkr - 5 anställda</div>",2020-04-01,Trosa,4 294 tkr, 5
Lekstan Café AB,https://kreditrapporten.se/kreditupplysning/5566842182,5566842182,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-29 - Askim</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 272 tkr - 5 anställda</div>",2020-04-29,Askim,4 272 tkr, 5
Stil-Konfektion AB,https://kreditrapporten.se/kreditupplysning/5562774041,5562774041,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-28 - Kungälv</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 269 tkr - 3 anställda</div>",2020-04-28,Kungälv,4 269 tkr, 3
Ciuntuc Vv Ab,https://kreditrapporten.se/kreditupplysning/5590723150,5590723150,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Åstorp</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 264 tkr - 8 anställda</div>",2020-04-09,Åstorp,4 264 tkr, 8
Nordic Supplier AB,https://kreditrapporten.se/kreditupplysning/5590799788,5590799788,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-29 - Västervik</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 241 tkr - 4 anställda</div>",2020-04-29,Västervik,4 241 tkr, 4
Rätta Raden i Mora AB,https://kreditrapporten.se/kreditupplysning/5565239844,5565239844,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-21 - Mora</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 235 tkr - 2 anställda</div>",2020-04-21,Mora,4 235 tkr, 2
We Are Stories AB,https://kreditrapporten.se/kreditupplysning/5591177133,5591177133,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 202 tkr - 4 anställda</div>",2020-04-09,Stockholm,4 202 tkr, 4
Denim & Friends AB,https://kreditrapporten.se/kreditupplysning/5591341754,5591341754,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-23 - Jönköping</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 200 tkr - 2 anställda</div>",2020-04-23,Jönköping,4 200 tkr, 2
Måleritjänst Vätterstaden AB,https://kreditrapporten.se/kreditupplysning/5591902514,5591902514,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Jönköping</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 135 tkr - 5 anställda</div>",2020-04-09,Jönköping,4 135 tkr, 5
Skatemus AB,https://kreditrapporten.se/kreditupplysning/5569456089,5569456089,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-23 - Uddevalla</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  4 003 tkr - 3 anställda</div>",2020-04-23,Uddevalla,4 003 tkr, 3
Sista raden AB,https://kreditrapporten.se/kreditupplysning/5591447932,5591447932,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-16 - Nacka</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 973 tkr - 3 anställda</div>",2020-04-16,Nacka,3 973 tkr, 3
Hamburgerbruket Sverige AB,https://kreditrapporten.se/kreditupplysning/5569874695,5569874695,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-22 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 963 tkr - 0 anställda</div>",2020-04-22,Örebro,3 963 tkr, 0
Tannak International AB,https://kreditrapporten.se/kreditupplysning/5591210983,5591210983,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-02 - Kalmar</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 950 tkr - 2 anställda</div>",2020-04-02,Kalmar,3 950 tkr, 2
Kirnets AB,https://kreditrapporten.se/kreditupplysning/5568068745,5568068745,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-06 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 928 tkr - 1 anställda</div>",2020-04-06,Stockholm,3 928 tkr, 1
Furtado And Sons AB,https://kreditrapporten.se/kreditupplysning/5566629993,5566629993,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-06 - Göteborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 829 tkr - 4 anställda</div>",2020-04-06,Göteborg,3 829 tkr, 4
Urfjället Bygg AB,https://kreditrapporten.se/kreditupplysning/5563520575,5563520575,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-15 - Gävle</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 689 tkr - 5 anställda</div>",2020-04-15,Gävle,3 689 tkr, 5
Music and Sports Agencies Sweden AB,https://kreditrapporten.se/kreditupplysning/5569795957,5569795957,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-17 - Östersund</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 652 tkr - 0 anställda</div>",2020-04-17,Östersund,3 652 tkr, 0
PantEx AB,https://kreditrapporten.se/kreditupplysning/5568126485,5568126485,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-17 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 647 tkr - 2 anställda</div>",2020-04-17,Örebro,3 647 tkr, 2
Rbe Sweden Ab,https://kreditrapporten.se/kreditupplysning/5567267967,5567267967,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-02 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 635 tkr - 1 anställda</div>",2020-04-02,Stockholm,3 635 tkr, 1
KNAJPA Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565346581,5565346581,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-01 - Solna</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 620 tkr - 4 anställda</div>",2020-04-01,Solna,3 620 tkr, 4
Gholghola AB,https://kreditrapporten.se/kreditupplysning/5591028773,5591028773,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-02 - </div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 614 tkr - 0 anställda</div>",2020-04-02,,3 614 tkr, 0
Cu Ab,https://kreditrapporten.se/kreditupplysning/5591515498,5591515498,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Gällivare</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 574 tkr - 4 anställda</div>",2020-04-08,Gällivare,3 574 tkr, 4
Bud & Taxiåkeriet i Malmö AB,https://kreditrapporten.se/kreditupplysning/5569860579,5569860579,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-16 - Oxie</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 550 tkr - 3 anställda</div>",2020-04-16,Oxie,3 550 tkr, 3
B&W Kungsholmen AB,https://kreditrapporten.se/kreditupplysning/5591152581,5591152581,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-20 - Enskede</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 527 tkr - 3 anställda</div>",2020-04-20,Enskede,3 527 tkr, 3
O & K Trading Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564293974,5564293974,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Halmstad</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 465 tkr - 2 anställda</div>",2020-04-08,Halmstad,3 465 tkr, 2
Ompu Ab,https://kreditrapporten.se/kreditupplysning/5566977152,5566977152,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-08 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 460 tkr - 1 anställda</div>",2020-04-08,Stockholm,3 460 tkr, 1
Wendelmarks Rör & Byggteknik AB,https://kreditrapporten.se/kreditupplysning/5590229885,5590229885,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-21 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 426 tkr - 0 anställda</div>",2020-04-21,Stockholm,3 426 tkr, 0
Normax Trade AB,https://kreditrapporten.se/kreditupplysning/5590118062,5590118062,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Tyresö</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 426 tkr - 13 anställda</div>",2020-04-14,Tyresö,3 426 tkr, 13
Öhman & Andersson AB,https://kreditrapporten.se/kreditupplysning/5566754924,5566754924,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-09 - Borlänge</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 406 tkr - 2 anställda</div>",2020-04-09,Borlänge,3 406 tkr, 2
Närke kontaktledning AB,https://kreditrapporten.se/kreditupplysning/5590952148,5590952148,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-23 - Örebro</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 398 tkr - 5 anställda</div>",2020-04-23,Örebro,3 398 tkr, 5
EB Closets Sweden AB,https://kreditrapporten.se/kreditupplysning/5590917729,5590917729,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-28 - Strömstad</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 372 tkr - 2 anställda</div>",2020-04-28,Strömstad,3 372 tkr, 2
Nordic Sandwich AB,https://kreditrapporten.se/kreditupplysning/5590972823,5590972823,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-30 - Piteå</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 356 tkr - 3 anställda</div>",2020-04-30,Piteå,3 356 tkr, 3
Active Minds AB,https://kreditrapporten.se/kreditupplysning/5590436126,5590436126,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-17 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 327 tkr - 2 anställda</div>",2020-04-17,Stockholm,3 327 tkr, 2
Hotell & Vandrarhem Nyboholm i Ulricehamn AB,https://kreditrapporten.se/kreditupplysning/5568747207,5568747207,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-22 - Ulricehamn</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 308 tkr - 3 anställda</div>",2020-04-22,Ulricehamn,3 308 tkr, 3
EFBC Sweden AB,https://kreditrapporten.se/kreditupplysning/5591126353,5591126353,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-30 - Nacka</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 301 tkr - 4 anställda</div>",2020-04-30,Nacka,3 301 tkr, 4
Skånsk Byggteknik AB,https://kreditrapporten.se/kreditupplysning/5591198113,5591198113,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-16 - Helsingborg</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 249 tkr - 4 anställda</div>",2020-04-16,Helsingborg,3 249 tkr, 4
DigitalSpark AB,https://kreditrapporten.se/kreditupplysning/5591213870,5591213870,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-14 - Stockholm</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 246 tkr - 3 anställda</div>",2020-04-14,Stockholm,3 246 tkr, 3
Jarméus i Eskilstuna Aktiebolag,https://kreditrapporten.se/kreditupplysning/5560661968,5560661968,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-07 - Eskilstuna</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 236 tkr - 3 anställda</div>",2020-04-07,Eskilstuna,3 236 tkr, 3
Grävgiganten AB,https://kreditrapporten.se/kreditupplysning/5569770448,5569770448,"<div style=""font-weight: 800; font-size: 0.8em"">I konkurs 2020-04-29 - Falun</div>","<div style=""font-weight: normal; font-size: 0.8em"">Omsättning  3 232 tkr - 3 anställda</div>",2020-04-29,Falun,3 232 tkr, 3
